Month,Retailer,StoreType,Category,Units
2018 Jan,HALFMOONOUTFITTERS,OTHER,SLEEPING BAG,0 
2018 Jan,HALFMOONOUTFITTERS,OTHER,TENT,0 
2018 Jan,HIBBETT SPORTS,B&M,DAYPACK,620 
2018 Jan,HIBBETT SPORTS,B&M,JACKET/VEST,"1,215 "
2018 Jan,HIBBETT SPORTS,B&M,PANT/CAPRI,354 
2018 Jan,HIBBETT SPORTS,ECOMMERCE,DAYPACK,146 
2018 Jan,HIBBETT SPORTS,ECOMMERCE,JACKET/VEST,12 
2018 Jan,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,111 
2018 Jan,JIMMYJAZZ,OTHER,DAYPACK,26 
2018 Jan,JIMMYJAZZ,OTHER,JACKET/VEST,3 
2018 Jan,JIMMYJAZZ,OTHER,PANT/CAPRI,0 
2018 Jan,MACYS,B&M,DAYPACK,"1,350 "
2018 Jan,MACYS,B&M,JACKET/VEST,3 
2018 Jan,MACYS,B&M,PANT/CAPRI,"1,737 "
2018 Jan,MACYS,ECOMMERCE,DAYPACK,576 
2018 Jan,MACYS,ECOMMERCE,PANT/CAPRI,"2,247 "
2018 Jan,MARINECORPSEXCHANGE,B&M,DAYPACK,104 
2018 Jan,MARINECORPSEXCHANGE,B&M,JACKET/VEST,0 
2018 Jan,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,276 
2018 Jan,MODELLS,B&M,DAYPACK,774 
2018 Jan,MODELLS,B&M,JACKET/VEST,0 
2018 Jan,MODELLS,B&M,PANT/CAPRI,0 
2018 Jan,MODELLS,ECOMMERCE,DAYPACK,0 
2018 Jan,MOOSEJAW,B&M,DAYPACK,40 
2018 Jan,MOOSEJAW,B&M,JACKET/VEST,27 
2018 Jan,MOOSEJAW,B&M,PANT/CAPRI,30 
2018 Jan,MOOSEJAW,B&M,SLEEPING BAG,10 
2018 Jan,MOOSEJAW,B&M,TENT,0 
2018 Jan,MOOSEJAW,ECOMMERCE,DAYPACK,822 
2018 Jan,MOOSEJAW,ECOMMERCE,JACKET/VEST,201 
2018 Jan,MOOSEJAW,ECOMMERCE,PANT/CAPRI,945 
2018 Jan,MOOSEJAW,ECOMMERCE,SLEEPING BAG,104 
2018 Jan,MOOSEJAW,ECOMMERCE,TENT,54 
2018 Jan,MOOSEJAW,OUTLET,DAYPACK,272 
2018 Jan,MOOSEJAW,OUTLET,JACKET/VEST,15 
2018 Jan,MOOSEJAW,OUTLET,PANT/CAPRI,12 
2018 Jan,MOOSEJAW,OUTLET,SLEEPING BAG,6 
2018 Jan,MOOSEJAW,OUTLET,TENT,20 
2018 Jan,NEIMAN MARCUS,B&M,JACKET/VEST,15 
2018 Jan,NEIMAN MARCUS,B&M,PANT/CAPRI,45 
2018 Jan,NEIMAN MARCUS,ECOMMERCE,JACKET/VEST,18 
2018 Jan,NEIMAN MARCUS,ECOMMERCE,PANT/CAPRI,54 
2018 Jan,NEIMAN MARCUS,OTHER,JACKET/VEST,0 
2018 Jan,NEIMAN MARCUS,OTHER,PANT/CAPRI,0 
2018 Jan,NEXCOM,B&M,DAYPACK,844 
2018 Jan,NEXCOM,B&M,JACKET/VEST,0 
2018 Jan,NEXCOM,B&M,PANT/CAPRI,"1,785 "
2018 Jan,NEXCOM,B&M,SLEEPING BAG,14 
2018 Jan,NEXCOM,B&M,TENT,2 
2018 Jan,NEXCOM,ECOMMERCE,DAYPACK,8 
2018 Jan,NEXCOM,ECOMMERCE,JACKET/VEST,0 
2018 Jan,NEXCOM,ECOMMERCE,PANT/CAPRI,72 
2018 Jan,NEXCOM,ECOMMERCE,SLEEPING BAG,0 
2018 Jan,NORDSTROMPORTAL,B&M,DAYPACK,328 
2018 Jan,NORDSTROMPORTAL,B&M,JACKET/VEST,36 
2018 Jan,NORDSTROMPORTAL,B&M,PANT/CAPRI,180 
2018 Jan,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,554 
2018 Jan,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,156 
2018 Jan,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,555 
2018 Jan,NORDSTROMPORTAL,OUTLET,DAYPACK,8 
2018 Jan,NORDSTROMPORTAL,OUTLET,JACKET/VEST,111 
2018 Jan,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,48 
2018 Jan,NORDSTROMPORTAL,OUTLET,SLEEPING BAG,0 
2018 Jan,OLYMPIA SPORTS,B&M,DAYPACK,66 
2018 Jan,OLYMPIA SPORTS,B&M,PANT/CAPRI,102 
2018 Jan,OLYMPIA SPORTS,ECOMMERCE,DAYPACK,6 
2018 Jan,OLYMPIA SPORTS,ECOMMERCE,PANT/CAPRI,6 
2018 Jan,PACIFICSUNWEAR,B&M,DAYPACK,20 
2018 Jan,PACIFICSUNWEAR,B&M,PANT/CAPRI,0 
2018 Jan,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,10 
2018 Jan,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,0 
2018 Jan,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,98 
2018 Jan,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,93 
2018 Jan,REI,B&M,DAYPACK,"3,958 "
2018 Jan,REI,B&M,JACKET/VEST,42 
2018 Jan,REI,B&M,PANT/CAPRI,"15,096 "
2018 Jan,REI,B&M,SLEEPING BAG,352 
2018 Jan,REI,B&M,TENT,154 
2018 Jan,REI,ECOMMERCE,DAYPACK,830 
2018 Jan,REI,ECOMMERCE,JACKET/VEST,141 
2018 Jan,REI,ECOMMERCE,PANT/CAPRI,"3,063 "
2018 Jan,REI,ECOMMERCE,SLEEPING BAG,190 
2018 Jan,REI,ECOMMERCE,TENT,98 
2018 Jan,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,33 
2018 Jan,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,150 
2018 Jan,RUNNINGSPECIALTYGROUP,ECOMMERCE,JACKET/VEST,3 
2018 Jan,RUNNINGSPECIALTYGROUP,ECOMMERCE,PANT/CAPRI,42 
2018 Jan,RUNNINGSPECIALTYGROUP,OTHER,JACKET/VEST,0 
2018 Jan,RUNNINGSPECIALTYGROUP,OTHER,PANT/CAPRI,0 
2018 Jan,SCHEELSSPORTS,B&M,DAYPACK,"1,140 "
2018 Jan,SCHEELSSPORTS,B&M,JACKET/VEST,780 
2018 Jan,SCHEELSSPORTS,B&M,PANT/CAPRI,"11,655 "
2018 Jan,SCHEELSSPORTS,B&M,SLEEPING BAG,54 
2018 Jan,SCHEELSSPORTS,B&M,TENT,18 
2018 Jan,SummitHut,OTHER,DAYPACK,14 
2018 Jan,SummitHut,OTHER,JACKET/VEST,3 
2018 Jan,SummitHut,OTHER,PANT/CAPRI,51 
2018 Jan,SummitHut,OTHER,SLEEPING BAG,2 
2018 Jan,SummitHut,OTHER,TENT,40 
2018 Jan,VAILRESORTSRETAIL,B&M,DAYPACK,180 
2018 Jan,VAILRESORTSRETAIL,B&M,JACKET/VEST,57 
2018 Jan,VAILRESORTSRETAIL,B&M,PANT/CAPRI,672 
2018 Jan,VAILRESORTSRETAIL,B&M,SLEEPING BAG,12 
2018 Jan,VAILRESORTSRETAIL,B&M,TENT,0 
2018 Jan,VAILRESORTSRETAIL,OUTLET,JACKET/VEST,3 
2018 Jan,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,9 
2018 Jan,VON MAUR,B&M,DAYPACK,2 
2018 Jan,VON MAUR,B&M,JACKET/VEST,15 
2018 Jan,VON MAUR,B&M,PANT/CAPRI,585 
2018 Jan,VON MAUR,ECOMMERCE,DAYPACK,0 
2018 Jan,VON MAUR,ECOMMERCE,JACKET/VEST,3 
2018 Jan,VON MAUR,ECOMMERCE,PANT/CAPRI,114 
2018 Jan,VON MAUR,OTHER,DAYPACK,0 
2018 Jan,VON MAUR,OTHER,JACKET/VEST,15 
2018 Jan,VON MAUR,OTHER,PANT/CAPRI,48 
2018 Jan,ZAPPOS.COM,AMAZON,DAYPACK,"2,696 "
2018 Jan,ZAPPOS.COM,AMAZON,JACKET/VEST,6 
2018 Jan,ZAPPOS.COM,AMAZON,PANT/CAPRI,"1,218 "
2018 Jan,ZAPPOS.COM,ECOMMERCE,DAYPACK,664 
2018 Jan,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,144 
2018 Jan,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,"2,169 "
2018 Jan,ZAPPOS.COM,ECOMMERCE,TENT,0 
2018 Jan,ZAPPOS.COM,OTHER,DAYPACK,0 
2018 Jan,ZAPPOS.COM,OTHER,JACKET/VEST,0 
2018 Jan,ZAPPOS.COM,OTHER,PANT/CAPRI,0 
2018 Jan,ZAPPOS.COM,OUTLET,DAYPACK,12 
2018 Jan,ZAPPOS.COM,OUTLET,JACKET/VEST,750 
2018 Jan,ZAPPOS.COM,OUTLET,PANT/CAPRI,987 
2019 Feb,AAFES,B&M,DAYPACK,0 
2019 Feb,AAFES,B&M,JACKET/VEST,351 
2019 Feb,AAFES,B&M,PANT/CAPRI,"2,622 "
2019 Feb,AAFES,ECOMMERCE,SLEEPING BAG,0 
2019 Feb,AAFES,OTHER,PANT/CAPRI,(21)
2019 Feb,ACADEMY SPORTS,B&M,DAYPACK,758 
2019 Feb,ACADEMY SPORTS,B&M,JACKET/VEST,6 
2019 Feb,ACADEMY SPORTS,B&M,PANT/CAPRI,"9,078 "
2019 Feb,ACADEMY SPORTS,B&M,SLEEPING BAG,180 
2019 Feb,ACADEMY SPORTS,B&M,TENT,148 
2019 Feb,ACADEMY SPORTS,ECOMMERCE,DAYPACK,522 
2019 Feb,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,102 
2019 Feb,ACADEMY SPORTS,OUTLET,DAYPACK,4 
2019 Feb,ACADEMY SPORTS,OUTLET,PANT/CAPRI,27 
2019 Feb,BACKCOUNTRY,AMAZON,DAYPACK,650 
2019 Feb,BACKCOUNTRY,AMAZON,PANT/CAPRI,384 
2019 Feb,BACKCOUNTRY,ECOMMERCE,DAYPACK,"1,846 "
2019 Feb,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,132 
2019 Feb,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,"2,901 "
2019 Feb,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,770 
2019 Feb,BACKCOUNTRY,ECOMMERCE,TENT,266 
2019 Feb,BACKCOUNTRY,OUTLET,DAYPACK,92 
2019 Feb,BACKCOUNTRY,OUTLET,JACKET/VEST,21 
2019 Feb,BACKCOUNTRY,OUTLET,PANT/CAPRI,279 
2019 Feb,BACKCOUNTRY,OUTLET,SLEEPING BAG,26 
2019 Feb,BACKCOUNTRY,OUTLET,TENT,26 
2019 Feb,BLOOMINGDALES,B&M,JACKET/VEST,(12)
2019 Feb,BLOOMINGDALES,ECOMMERCE,JACKET/VEST,27 
2019 Feb,BOBS STORES,B&M,DAYPACK,0 
2019 Feb,BOBS STORES,B&M,JACKET/VEST,0 
2019 Feb,BOBS STORES,B&M,PANT/CAPRI,3 
2019 Feb,BOBS STORES,B&M,SLEEPING BAG,0 
2019 Feb,BOBS STORES,B&M,TENT,0 
2019 Feb,BOBS STORES,ECOMMERCE,DAYPACK,0 
2019 Feb,BOBS STORES,ECOMMERCE,JACKET/VEST,0 
2019 Feb,BOBS STORES,ECOMMERCE,PANT/CAPRI,0 
2019 Feb,BOBS STORES,ECOMMERCE,SLEEPING BAG,0 
2019 Feb,BOBS STORES,ECOMMERCE,TENT,0 
2019 Feb,ChampaignSurplus,OTHER,DAYPACK,"1,428 "
2019 Feb,ChampaignSurplus,OTHER,PANT/CAPRI,285 
2019 Feb,DICKS SPORTING GOODS,B&M,DAYPACK,"5,954 "
2019 Feb,DICKS SPORTING GOODS,B&M,JACKET/VEST,"1,227 "
2019 Feb,DICKS SPORTING GOODS,B&M,PANT/CAPRI,"7,788 "
2019 Feb,DICKS SPORTING GOODS,B&M,SLEEPING BAG,"3,430 "
2019 Feb,DICKS SPORTING GOODS,B&M,TENT,298 
2019 Feb,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,"2,492 "
2019 Feb,DICKS SPORTING GOODS,ECOMMERCE,JACKET/VEST,"2,136 "
2019 Feb,DICKS SPORTING GOODS,ECOMMERCE,PANT/CAPRI,591 
2019 Feb,DICKS SPORTING GOODS,ECOMMERCE,SLEEPING BAG,838 
2019 Feb,DICKS SPORTING GOODS,ECOMMERCE,TENT,102 
2019 Feb,DICKS SPORTING GOODS,OUTLET,JACKET/VEST,15 
2019 Feb,DICKS SPORTING GOODS,OUTLET,PANT/CAPRI,36 
2019 Feb,DILLARDS,B&M,DAYPACK,"4,302 "
2019 Feb,DILLARDS,B&M,JACKET/VEST,"2,211 "
2019 Feb,DILLARDS,B&M,PANT/CAPRI,"21,243 "
2019 Feb,DILLARDS,B&M,SLEEPING BAG,0 
2019 Feb,DILLARDS,B&M,TENT,114 
2019 Feb,DILLARDS,ECOMMERCE,DAYPACK,562 
2019 Feb,DILLARDS,ECOMMERCE,JACKET/VEST,141 
2019 Feb,DILLARDS,ECOMMERCE,PANT/CAPRI,"2,715 "
2019 Feb,DILLARDS,ECOMMERCE,SLEEPING BAG,0 
2019 Feb,DILLARDS,ECOMMERCE,TENT,0 
2019 Feb,EASTERN MOUNTAIN SPORTS,B&M,DAYPACK,428 
2019 Feb,EASTERN MOUNTAIN SPORTS,B&M,JACKET/VEST,141 
2019 Feb,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,"1,122 "
2019 Feb,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,2 
2019 Feb,EASTERN MOUNTAIN SPORTS,B&M,TENT,8 
2019 Feb,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,156 
2019 Feb,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,57 
2019 Feb,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,90 
2019 Feb,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,4 
2019 Feb,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,6 
2019 Feb,FIELDANDSTREAM,B&M,DAYPACK,6 
2019 Feb,FIELDANDSTREAM,B&M,JACKET/VEST,0 
2019 Feb,FIELDANDSTREAM,B&M,PANT/CAPRI,48 
2019 Feb,FIELDANDSTREAM,B&M,SLEEPING BAG,182 
2019 Feb,FIELDANDSTREAM,B&M,TENT,16 
2019 Feb,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,21 
2019 Feb,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,90 
2019 Feb,FIELDANDSTREAM,ECOMMERCE,TENT,4 
2019 Feb,FINISH LINE,B&M,DAYPACK,14 
2019 Feb,FINISH LINE,B&M,JACKET/VEST,0 
2019 Feb,FINISH LINE,B&M,PANT/CAPRI,0 
2019 Feb,"FOOT LOCKER, INC.",OTHER,DAYPACK,58 
2019 Feb,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,558 
2019 Feb,HALFMOONOUTFITTERS,OTHER,DAYPACK,70 
2019 Feb,HALFMOONOUTFITTERS,OTHER,PANT/CAPRI,45 
2019 Feb,HALFMOONOUTFITTERS,OTHER,SLEEPING BAG,4 
2019 Feb,HALFMOONOUTFITTERS,OTHER,TENT,2 
2019 Feb,HIBBETT SPORTS,B&M,DAYPACK,730 
2019 Feb,HIBBETT SPORTS,B&M,JACKET/VEST,"1,272 "
2019 Feb,HIBBETT SPORTS,B&M,PANT/CAPRI,630 
2019 Feb,HIBBETT SPORTS,ECOMMERCE,DAYPACK,476 
2019 Feb,HIBBETT SPORTS,ECOMMERCE,JACKET/VEST,45 
2019 Feb,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,99 
2019 Feb,JIMMYJAZZ,OTHER,DAYPACK,12 
2019 Feb,JIMMYJAZZ,OTHER,JACKET/VEST,12 
2019 Feb,JIMMYJAZZ,OTHER,PANT/CAPRI,75 
2019 Feb,MACYS,B&M,DAYPACK,790 
2019 Feb,MACYS,B&M,JACKET/VEST,0 
2019 Feb,MACYS,B&M,PANT/CAPRI,"4,008 "
2019 Feb,MACYS,ECOMMERCE,DAYPACK,964 
2019 Feb,MACYS,ECOMMERCE,PANT/CAPRI,"2,106 "
2019 Feb,MARINECORPSEXCHANGE,B&M,DAYPACK,98 
2019 Feb,MARINECORPSEXCHANGE,B&M,JACKET/VEST,6 
2019 Feb,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,300 
2019 Feb,MODELLS,B&M,DAYPACK,594 
2019 Feb,MOOSEJAW,B&M,DAYPACK,50 
2019 Feb,MOOSEJAW,B&M,JACKET/VEST,36 
2019 Feb,MOOSEJAW,B&M,PANT/CAPRI,180 
2019 Feb,MOOSEJAW,B&M,SLEEPING BAG,12 
2019 Feb,MOOSEJAW,B&M,TENT,2 
2019 Feb,MOOSEJAW,ECOMMERCE,DAYPACK,712 
2019 Feb,MOOSEJAW,ECOMMERCE,JACKET/VEST,276 
2019 Feb,MOOSEJAW,ECOMMERCE,PANT/CAPRI,"1,860 "
2019 Feb,MOOSEJAW,ECOMMERCE,SLEEPING BAG,64 
2019 Feb,MOOSEJAW,ECOMMERCE,TENT,46 
2019 Feb,MOOSEJAW,OUTLET,DAYPACK,136 
2019 Feb,MOOSEJAW,OUTLET,JACKET/VEST,66 
2019 Feb,MOOSEJAW,OUTLET,PANT/CAPRI,156 
2019 Feb,MOOSEJAW,OUTLET,SLEEPING BAG,6 
2019 Feb,NEIMAN MARCUS,B&M,JACKET/VEST,9 
2019 Feb,NEIMAN MARCUS,B&M,PANT/CAPRI,12 
2019 Feb,NEIMAN MARCUS,ECOMMERCE,JACKET/VEST,24 
2019 Feb,NEIMAN MARCUS,ECOMMERCE,PANT/CAPRI,33 
2019 Feb,NEIMAN MARCUS,OTHER,JACKET/VEST,0 
2019 Feb,NEIMAN MARCUS,OTHER,PANT/CAPRI,0 
2019 Feb,NEXCOM,B&M,DAYPACK,922 
2019 Feb,NEXCOM,B&M,JACKET/VEST,0 
2019 Feb,NEXCOM,B&M,PANT/CAPRI,963 
2019 Feb,NEXCOM,B&M,SLEEPING BAG,22 
2019 Feb,NEXCOM,B&M,TENT,4 
2019 Feb,NEXCOM,ECOMMERCE,DAYPACK,4 
2019 Feb,NEXCOM,ECOMMERCE,PANT/CAPRI,21 
2019 Feb,NEXCOM,ECOMMERCE,SLEEPING BAG,0 
2019 Feb,NORDSTROMPORTAL,B&M,DAYPACK,386 
2019 Feb,NORDSTROMPORTAL,B&M,JACKET/VEST,273 
2019 Feb,NORDSTROMPORTAL,B&M,PANT/CAPRI,207 
2019 Feb,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,"1,194 "
2019 Feb,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,348 
2019 Feb,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,837 
2019 Feb,NORDSTROMPORTAL,OUTLET,DAYPACK,16 
2019 Feb,NORDSTROMPORTAL,OUTLET,JACKET/VEST,60 
2019 Feb,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,24 
2019 Feb,NORDSTROMPORTAL,OUTLET,SLEEPING BAG,0 
2019 Feb,OLYMPIA SPORTS,B&M,DAYPACK,100 
2019 Feb,OLYMPIA SPORTS,B&M,PANT/CAPRI,138 
2019 Feb,OLYMPIA SPORTS,ECOMMERCE,DAYPACK,16 
2019 Feb,PACIFICSUNWEAR,B&M,DAYPACK,38 
2019 Feb,PACIFICSUNWEAR,B&M,PANT/CAPRI,12 
2019 Feb,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,32 
2019 Feb,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,78 
2019 Feb,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,790 
2019 Feb,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,39 
2019 Feb,RAMSEYOUTDOOR,OTHER,DAYPACK,306 
2019 Feb,RAMSEYOUTDOOR,OTHER,PANT/CAPRI,216 
2019 Feb,RAMSEYOUTDOOR,OTHER,SLEEPING BAG,22 
2019 Feb,RAMSEYOUTDOOR,OTHER,TENT,0 
2019 Feb,REI,B&M,DAYPACK,"3,974 "
2019 Feb,REI,B&M,JACKET/VEST,(6)
2019 Feb,REI,B&M,PANT/CAPRI,"15,135 "
2019 Feb,REI,B&M,SLEEPING BAG,354 
2019 Feb,REI,B&M,TENT,298 
2019 Feb,REI,ECOMMERCE,DAYPACK,978 
2019 Feb,REI,ECOMMERCE,JACKET/VEST,177 
2019 Feb,REI,ECOMMERCE,PANT/CAPRI,"4,755 "
2019 Feb,REI,ECOMMERCE,SLEEPING BAG,606 
2019 Feb,REI,ECOMMERCE,TENT,376 
2019 Feb,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,6 
2019 Feb,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,21 
2019 Feb,RUNNINGSPECIALTYGROUP,ECOMMERCE,JACKET/VEST,6 
2019 Feb,RUNNINGSPECIALTYGROUP,ECOMMERCE,PANT/CAPRI,30 
2019 Feb,RUNNINGSPECIALTYGROUP,OTHER,JACKET/VEST,0 
2019 Feb,RUNNINGSPECIALTYGROUP,OTHER,PANT/CAPRI,3 
2019 Feb,SCHEELSSPORTS,B&M,DAYPACK,"1,328 "
2019 Feb,SCHEELSSPORTS,B&M,JACKET/VEST,"1,068 "
2019 Feb,SCHEELSSPORTS,B&M,PANT/CAPRI,"12,405 "
2019 Feb,SCHEELSSPORTS,B&M,SLEEPING BAG,78 
2019 Feb,SCHEELSSPORTS,B&M,TENT,26 
2019 Feb,SummitHut,OTHER,DAYPACK,24 
2019 Feb,SummitHut,OTHER,JACKET/VEST,9 
2019 Feb,SummitHut,OTHER,PANT/CAPRI,78 
2019 Feb,SummitHut,OTHER,SLEEPING BAG,6 
2019 Feb,SummitHut,OTHER,TENT,6 
2019 Feb,VAILRESORTSRETAIL,B&M,DAYPACK,250 
2019 Feb,VAILRESORTSRETAIL,B&M,JACKET/VEST,108 
2019 Feb,VAILRESORTSRETAIL,B&M,PANT/CAPRI,987 
2019 Feb,VAILRESORTSRETAIL,B&M,SLEEPING BAG,78 
2019 Feb,VAILRESORTSRETAIL,B&M,TENT,10 
2019 Feb,VAILRESORTSRETAIL,OUTLET,JACKET/VEST,0 
2019 Feb,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,3 
2019 Feb,VON MAUR,B&M,DAYPACK,0 
2019 Feb,VON MAUR,B&M,JACKET/VEST,(3)
2019 Feb,VON MAUR,B&M,PANT/CAPRI,699 
2019 Feb,VON MAUR,ECOMMERCE,DAYPACK,0 
2019 Feb,VON MAUR,ECOMMERCE,JACKET/VEST,21 
2019 Feb,VON MAUR,ECOMMERCE,PANT/CAPRI,39 
2019 Feb,VON MAUR,OTHER,DAYPACK,0 
2019 Feb,VON MAUR,OTHER,JACKET/VEST,12 
2019 Feb,VON MAUR,OTHER,PANT/CAPRI,30 
2019 Feb,ZAPPOS.COM,AMAZON,DAYPACK,"1,362 "
2019 Feb,ZAPPOS.COM,AMAZON,JACKET/VEST,(6)
2019 Feb,ZAPPOS.COM,AMAZON,PANT/CAPRI,"1,497 "
2019 Feb,ZAPPOS.COM,ECOMMERCE,DAYPACK,830 
2019 Feb,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,168 
2019 Feb,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,"3,054 "
2019 Feb,ZAPPOS.COM,ECOMMERCE,TENT,2 
2019 Feb,ZAPPOS.COM,OTHER,DAYPACK,0 
2019 Feb,ZAPPOS.COM,OTHER,JACKET/VEST,0 
2019 Feb,ZAPPOS.COM,OTHER,PANT/CAPRI,0 
2019 Feb,ZAPPOS.COM,OUTLET,DAYPACK,28 
2019 Feb,ZAPPOS.COM,OUTLET,JACKET/VEST,783 
2019 Feb,ZAPPOS.COM,OUTLET,PANT/CAPRI,"1,203 "
2019 Mar,AAFES,B&M,DAYPACK,0 
2019 Mar,AAFES,B&M,JACKET/VEST,333 
2019 Mar,AAFES,B&M,PANT/CAPRI,"3,288 "
2019 Mar,AAFES,ECOMMERCE,SLEEPING BAG,0 
2019 Mar,AAFES,OTHER,JACKET/VEST,(3)
2019 Mar,AAFES,OTHER,PANT/CAPRI,(18)
2019 Mar,ACADEMY SPORTS,B&M,DAYPACK,212 
2019 Mar,ACADEMY SPORTS,B&M,JACKET/VEST,9 
2019 Mar,ACADEMY SPORTS,B&M,PANT/CAPRI,"5,556 "
2019 Mar,ACADEMY SPORTS,B&M,SLEEPING BAG,26 
2019 Mar,ACADEMY SPORTS,B&M,TENT,2 
2019 Mar,ACADEMY SPORTS,ECOMMERCE,DAYPACK,58 
2019 Mar,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,84 
2019 Mar,ACADEMY SPORTS,OUTLET,PANT/CAPRI,27 
2019 Mar,BACKCOUNTRY,AMAZON,DAYPACK,846 
2019 Mar,BACKCOUNTRY,AMAZON,JACKET/VEST,3 
2019 Mar,BACKCOUNTRY,AMAZON,PANT/CAPRI,885 
2019 Mar,BACKCOUNTRY,AMAZON,SLEEPING BAG,52 
2019 Mar,BACKCOUNTRY,AMAZON,TENT,16 
2019 Mar,BACKCOUNTRY,ECOMMERCE,DAYPACK,"1,452 "
2019 Mar,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,6 
2019 Mar,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,"4,557 "
2019 Mar,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,856 
2019 Mar,BACKCOUNTRY,ECOMMERCE,TENT,394 
2019 Mar,BACKCOUNTRY,OUTLET,DAYPACK,106 
2019 Mar,BACKCOUNTRY,OUTLET,JACKET/VEST,15 
2019 Mar,BACKCOUNTRY,OUTLET,PANT/CAPRI,912 
2019 Mar,BACKCOUNTRY,OUTLET,SLEEPING BAG,46 
2019 Mar,BACKCOUNTRY,OUTLET,TENT,20 
2019 Mar,BLOOMINGDALES,B&M,JACKET/VEST,3 
2019 Mar,BLOOMINGDALES,ECOMMERCE,JACKET/VEST,6 
2019 Mar,BOBS STORES,B&M,DAYPACK,0 
2019 Mar,BOBS STORES,B&M,JACKET/VEST,0 
2019 Mar,BOBS STORES,B&M,PANT/CAPRI,0 
2019 Mar,BOBS STORES,B&M,SLEEPING BAG,0 
2019 Mar,BOBS STORES,B&M,TENT,0 
2019 Mar,BOBS STORES,ECOMMERCE,DAYPACK,0 
2019 Mar,BOBS STORES,ECOMMERCE,JACKET/VEST,0 
2019 Mar,BOBS STORES,ECOMMERCE,PANT/CAPRI,0 
2019 Mar,BOBS STORES,ECOMMERCE,SLEEPING BAG,0 
2019 Mar,BOBS STORES,ECOMMERCE,TENT,0 
2019 Mar,ChampaignSurplus,OTHER,DAYPACK,"2,444 "
2019 Mar,ChampaignSurplus,OTHER,JACKET/VEST,6 
2019 Mar,ChampaignSurplus,OTHER,PANT/CAPRI,720 
2019 Mar,ChampaignSurplus,OTHER,SLEEPING BAG,0 
2019 Mar,ChampaignSurplus,OTHER,TENT,0 
2019 Mar,DICKS SPORTING GOODS,B&M,DAYPACK,"5,132 "
2019 Mar,DICKS SPORTING GOODS,B&M,JACKET/VEST,"1,305 "
2019 Mar,DICKS SPORTING GOODS,B&M,PANT/CAPRI,"12,744 "
2019 Mar,DICKS SPORTING GOODS,B&M,SLEEPING BAG,"4,514 "
2019 Mar,DICKS SPORTING GOODS,B&M,TENT,422 
2019 Mar,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,"2,164 "
